Star Rating,Headline,Review Text
'2'.'0',"Vs other weighted eye masks, this one is hard to adjust and cannot be washed, so I just need to throw it away, which feels wasteful.","Even though the front part is very nice, I am only giving 2 stars because the back strap is very thin and uncomfortable"
'2'.'0',The weighted part is amazing but as soon as u put it on the cold stays for like a min or two. I was looking for something that actually would help with headaches which means it needed to stay cold for a little bit at least. If ur looking for a good eye mask tho the weighted part definitely was a plus,Its quite heavy so can cause headache.
'2'.'0',"I was really excited to try this out and really never leave bad reviews. I was super super disappointed by this face mask. I suffer from migraines and thought this may help, as I have others that do relieve the pain by cooling the face.This mask literally lasted LESS than 5 minutes of cold. There was no purpose of buying it or using it.The only reason why I gave it 2 stars was because I thought the weight was nice on my face, but I didnt need an eye cover, I needed a cold face mask..I have no way to contact the company directly or else I would have and I am super upset by this product.",Its really just an eye mask. Not a weighted on.
'2'.'0',"This is soft and comfortable, but I bought it to use cold for migraines and it warms up SO fast. Straight from the freezer, it lasts maybe 5",Comfortable eye masks
'2'.'0',"Also, I think it is too heavy. But this depends on each persons taste. Not what I expected.",Great for long lashes
'2'.'0',Elastic band fits oddly and slides around my head.,THE EYE WELLS ARE NOT DEEP ENOUGH
'2'.'0',"These are just OK.  They do stand off from the eyes, which is very nice.  They don't seal out all light as they don't have the wire at the nose, or the little flap, so they gap.  After one time through the washing machine, one of the pairs has started to separate on the inside.  The fabric is pulling away from the foam.  I would not recommend for regular use, and I wouldn't buy them again, but for a flight or vacation they'd be fine.","I use a sleeping mask every night because it helps work my anxiety and these are great. They dont put a bunch of pressure on my eyes and are very comfortable. I will say they break down if you wash them often, but the comfort is so worth it!"
'2'.'0',"I am just mystified that these are for side sleeping. When you sleep on your side and put your head sideways on your pillow the mask pushes upward, I have had to take it off and wear the regular masks. The only way that these work is if you lay on your back or just have your face looking upwards. I will not buy these again.","They may look like tiny brasieres, but they arent. Theyre eye masks!Lifts, supports, and separates your eyes. Keeps them covered. Comfortable strap in back. Provides for modesty in public situations."
'2'.'0',"While the mask is soft, it's actually very rigid. To keep snug enough to block the light, it must be very tight. But then the wide strap hurts my ears. Also, if it slides down at all, it hurts my nose. Not a good mask, at least for me. I was very disappointed.","good purchase, effective"
'2'.'0',Mask is only mildly successful for side sleepers. Mask still presses you temple area if you're a side sleeper. Be fine for a back sleeper,Truly as advertisedNow I can sleep
'2'.'0',Extremely Uncomfortable,"i liked the weight and the softness, but it hardly stays cold once removed from the freezer"
'2'.'0',"I purchased these masks for a second time because I really enjoyed my last ones but they've all ripped open. I assume I just use them a lot but it could also be poor quality. I love the way they fit along the bridge of my nose, which is very sensitive for me. But what I received this time was quite a bit smaller than the ones I had received previously. They're rather tight on my face and the eye countour doesn't fit well. I'm really disappointed with these. I will continue to use them because I haven't found anything else that's comfortable on my nose.","It does not stay cold. Starts to warm up in less than 5 minutes. For me, that is not long enough to help with headaches. It is comfy on the eyes, however. The material is soft and not too heavy."
